hunger,food,action
0.757505,0.885877,eat
0.055998,0.548553,pass
0.144009,0.567369,pass
0.988320,0.516278,eat
0.436012,0.813367,eat
0.807503,0.013333,pass
0.170056,0.459024,pass
0.394150,0.656412,eat
0.933902,0.702416,eat
0.481984,0.766513,pass
0.428398,0.313813,pass
0.327725,0.395647,pass
0.386924,0.443832,pass
0.681312,0.597697,eat
0.843334,0.626039,eat
0.911706,0.160531,eat
0.067849,0.342855,pass
0.886784,0.181962,pass
0.230897,0.505351,pass
0.674251,0.673900,eat
0.765169,0.704797,eat
0.597443,0.675341,pass
0.713039,0.730879,eat
0.986587,0.505116,eat
0.963293,0.203601,eat
0.292684,0.214389,eat
0.922155,0.544427,pass
0.842053,0.358880,eat
0.038894,0.984013,pass
0.652595,0.140853,pass
0.471708,0.396684,pass
0.310332,0.979543,eat
0.482122,0.232741,pass
0.388819,0.956186,eat
0.765136,0.882892,eat
0.228311,0.711615,pass
0.260460,0.136802,pass
0.225403,0.718048,pass
0.653589,0.674015,eat
0.546635,0.716862,pass
0.330813,0.164860,pass
0.124945,0.889441,pass
0.970717,0.523458,eat
0.896305,0.901312,eat
0.986509,0.619936,pass
0.232454,0.206634,pass
0.226120,0.419029,pass
0.589562,0.999981,eat
0.569360,0.191397,eat
0.367313,0.360626,pass
0.278050,0.460169,pass
0.885656,0.059414,eat
0.504890,0.634023,pass
0.174898,0.110045,pass
0.529293,0.591426,pass
0.090663,0.649832,pass
0.129954,0.445392,pass
0.152618,0.510849,pass
0.563575,0.801850,eat
0.914534,0.686480,eat
0.303443,0.876346,eat
0.111415,0.410284,pass
0.104739,0.215661,pass
0.615045,0.755653,eat
0.982134,0.112722,pass
0.236556,0.176973,pass
0.250075,0.140713,pass
0.825162,0.770772,eat
0.851482,0.059613,pass
0.427119,0.336836,pass
0.623057,0.849165,eat
0.808236,0.777244,eat
0.293217,0.732948,pass
0.403625,0.185618,pass
0.020430,0.080435,pass
0.338114,0.498446,pass
0.506565,0.879769,pass
0.906280,0.941894,eat
0.484139,0.076352,eat
0.399521,0.562466,pass
0.003712,0.139500,pass
0.824213,0.134945,pass
0.254587,0.804830,pass
0.139522,0.796735,pass
0.246780,0.433542,pass
0.199213,0.965214,pass
0.101203,0.299807,pass
0.773574,0.567735,eat
0.286329,0.755078,pass
0.670095,0.144595,pass
0.328392,0.920755,pass
0.409795,0.240715,pass
0.996816,0.897459,eat
0.369482,0.586464,pass
0.012623,0.659594,pass
0.117272,0.305510,pass
0.881715,0.670560,pass
0.593362,0.178607,pass
0.467431,0.435019,pass
0.604991,0.511967,eat
0.570202,0.951012,eat
0.693461,0.193696,eat
0.393931,0.269520,eat
0.612651,0.356736,pass
0.847402,0.836988,eat
0.795913,0.303351,pass
0.008363,0.765643,pass
0.124503,0.010051,pass
0.977949,0.358683,eat
0.752096,0.662966,eat
0.568731,0.738241,eat
0.988303,0.931658,eat
0.233422,0.338379,pass
0.904725,0.223010,pass
0.182495,0.782996,pass
0.229264,0.485989,pass
0.514633,0.500843,pass
0.742508,0.019947,pass
0.437542,0.774367,pass
0.715020,0.696766,eat
0.736010,0.768534,eat
0.195136,0.115988,pass
0.026721,0.606429,pass
0.279666,0.451701,pass
0.052073,0.084330,pass
0.371825,0.624876,pass
0.142379,0.348381,pass
0.002127,0.271334,pass
0.666651,0.140957,pass
0.106469,0.011063,pass
0.201594,0.392562,pass
0.513266,0.242423,pass
0.542740,0.339223,pass
0.666545,0.399895,pass
0.369316,0.137305,pass
0.345222,0.761403,eat
0.920971,0.226091,eat
0.239286,0.155185,pass
0.457470,0.005417,pass
0.105115,0.640347,eat
0.001494,0.647575,pass
0.158717,0.216278,pass
0.466612,0.913950,pass
0.322785,0.387881,pass
0.542627,0.100555,pass
0.530638,0.356964,eat
0.159784,0.698805,pass
0.016101,0.717580,pass
0.599491,0.211449,pass
0.583663,0.469213,pass
0.922847,0.066031,eat
0.419019,0.151632,pass
0.739283,0.456408,pass
0.542975,0.157836,pass
0.653709,0.242536,eat
0.526489,0.994710,eat
0.491504,0.850927,eat
0.269201,0.427599,eat
0.463137,0.858037,pass
0.998119,0.490107,eat
0.659916,0.383607,eat
0.742107,0.055196,pass
0.752935,0.518876,eat
0.600999,0.174538,pass
0.328389,0.808577,eat
0.987202,0.444316,eat
0.244440,0.673684,pass
0.036225,0.483160,pass
0.898701,0.821770,eat
0.335956,0.742034,pass
0.858215,0.056742,eat
0.484418,0.545326,pass
0.611856,0.104332,pass
0.072412,0.354181,pass
0.190942,0.490252,pass
0.832766,0.852880,eat
0.448944,0.350232,pass
0.618371,0.167005,pass
0.257289,0.998567,eat
0.646929,0.505483,pass
0.872980,0.241395,eat
0.253034,0.436441,pass
0.790597,0.570278,pass
0.435410,0.647290,pass
0.722704,0.059715,pass
0.417605,0.026662,pass
0.531106,0.401259,pass
0.396357,0.343524,pass
0.863521,0.258862,pass
0.928002,0.451780,eat
0.675445,0.527095,eat
0.527347,0.824867,pass
0.405835,0.392872,eat
0.968219,0.879321,eat
0.840734,0.626669,eat
0.575550,0.848021,eat
0.964363,0.483075,eat
0.297335,0.214117,pass
0.697180,0.918318,pass
0.183462,0.979361,pass
0.879428,0.713840,pass
0.145537,0.375856,pass
0.026011,0.252839,pass
0.471218,0.681970,eat
0.537042,0.163983,eat
0.936426,0.172249,pass
0.428158,0.788465,pass
0.553090,0.532676,pass
0.395582,0.672184,eat
0.338490,0.450503,eat
0.941265,0.687568,eat
0.751202,0.851920,eat
0.464231,0.008463,pass
0.412645,0.644776,pass
0.703729,0.203669,pass
0.177355,0.947757,eat
0.065467,0.998613,pass
0.080124,0.953134,eat
0.318644,0.339565,eat
0.461910,0.632469,eat
0.266744,0.311896,pass
0.746442,0.424749,pass
0.768056,0.920107,eat
0.580379,0.095696,pass
0.500049,0.352408,pass
0.963193,0.219400,eat
0.846225,0.272283,pass
0.391140,0.450775,pass
0.310525,0.758700,eat
0.114358,0.566711,pass
0.598945,0.833158,eat
0.173901,0.966229,pass
0.688200,0.184138,eat
0.764659,0.778890,eat
0.899110,0.741025,eat
0.528327,0.174431,pass
0.691459,0.291913,eat
0.735656,0.804301,eat
0.711711,0.337648,eat
0.501740,0.460489,pass
0.718347,0.488061,eat
0.591103,0.741777,eat
0.135583,0.799644,eat
0.651009,0.212417,pass
0.850134,0.557181,pass
0.825801,0.225808,eat
0.671664,0.157897,pass
0.045810,0.392869,pass
0.490665,0.590817,pass
0.878180,0.795187,eat
0.230512,0.198141,pass
0.011938,0.438177,pass
0.591878,0.867415,eat
0.247451,0.863160,pass
0.240988,0.344641,pass
0.493274,0.073582,pass
0.095851,0.723574,pass
0.322293,0.125196,pass
0.624706,0.088164,pass
0.954432,0.649821,eat
0.464474,0.277156,pass
0.593869,0.796654,eat
0.135887,0.420941,pass
0.650780,0.387987,eat
0.205916,0.661031,pass
0.919891,0.395287,eat
0.154797,0.174381,pass
0.664996,0.546064,eat
0.354428,0.134290,pass
0.406230,0.479144,eat
0.402508,0.890897,eat
0.198374,0.477716,pass
0.324101,0.727603,pass
0.942976,0.124704,pass
0.780049,0.531913,eat
0.764198,0.386871,eat
0.755431,0.555452,eat
0.707881,0.861964,pass
0.191732,0.676089,pass
0.755121,0.206799,eat
0.409249,0.913499,pass
0.498798,0.188356,pass
0.983277,0.526533,eat
0.196645,0.715513,pass
0.384217,0.467336,pass
0.415948,0.853089,eat
0.767735,0.452314,pass
0.966321,0.181729,pass
0.898265,0.019993,eat
0.578844,0.404080,pass
0.025058,0.010004,pass
0.476476,0.601976,pass
0.322563,0.028619,pass
0.832292,0.036814,pass
0.361487,0.498145,pass
0.770117,0.593172,pass
0.119300,0.004150,pass
0.093007,0.481166,pass
0.639100,0.271393,pass
0.417458,0.734657,pass
0.249295,0.781272,pass
0.287550,0.513539,pass
0.917158,0.054380,pass
0.066246,0.211634,pass
0.293667,0.148717,pass
0.382462,0.966668,eat
0.792206,0.684090,eat
0.688767,0.218574,pass
0.846218,0.674148,eat
0.605599,0.095770,pass
0.003639,0.203461,pass
0.624129,0.348132,eat
0.588768,0.687300,pass
0.877104,0.197009,eat
0.838803,0.197023,eat
0.040918,0.352771,pass
0.353931,0.347235,pass
0.054676,0.308313,pass
0.174555,0.356199,pass
0.018636,0.599255,pass
0.270050,0.180479,pass
0.716304,0.303341,pass
0.315924,0.989471,eat
0.051931,0.987461,pass
0.957959,0.948246,eat
0.788406,0.879602,eat
0.071729,0.225086,pass
0.136438,0.609011,pass
0.007665,0.768404,pass
0.867285,0.982987,eat
0.373487,0.197379,pass
0.808012,0.366344,eat
0.805233,0.656303,eat
0.081692,0.124469,pass
0.785480,0.592340,eat
0.400743,0.137200,pass
0.976253,0.250281,eat
0.246824,0.222772,pass
0.890535,0.351265,eat
0.516179,0.830543,eat
0.121544,0.291657,pass
0.068541,0.275650,pass
0.121789,0.524101,pass
0.564987,0.264851,pass
0.759580,0.563764,eat
0.143919,0.703639,pass
0.540985,0.310695,pass
0.153728,0.632843,pass
0.601629,0.343753,pass
0.551584,0.254392,pass
0.467575,0.107369,pass
0.426501,0.111149,pass
0.651482,0.713567,eat
0.487258,0.724725,eat
0.638405,0.909965,eat
0.703733,0.202724,eat
0.109324,0.745697,pass
0.451592,0.913417,eat
0.232995,0.820591,pass
0.481195,0.768299,pass
0.030557,0.385932,pass
0.169894,0.177987,pass
0.128355,0.862908,pass
0.352459,0.707682,eat
0.131154,0.863585,pass
0.690514,0.679118,eat
0.824803,0.265548,pass
0.754464,0.568842,eat
0.528168,0.878632,eat
0.700146,0.162973,pass
0.429657,0.536282,pass
0.320436,0.449267,pass
0.282420,0.297370,pass
0.619396,0.562018,eat
0.441554,0.597960,pass
0.992003,0.322861,eat
0.968397,0.411829,pass
0.164564,0.916751,eat
0.956836,0.911677,eat
0.369582,0.402915,pass
0.684620,0.029622,eat
0.145785,0.131934,pass
0.170893,0.139821,pass
0.773661,0.312148,pass
0.552726,0.478777,pass
0.353655,0.949019,pass
0.802140,0.534626,eat
0.442609,0.530883,pass
0.474382,0.593047,eat
0.113132,0.559465,pass
0.745625,0.752253,eat
0.503404,0.779770,eat
0.779544,0.420959,pass
0.405935,0.163262,pass
0.542994,0.916586,pass
0.904112,0.517477,eat
0.324510,0.926082,pass
0.075534,0.462962,pass
0.614486,0.755142,eat
0.645691,0.997580,eat
0.839107,0.101529,pass
0.481064,0.006134,pass
0.956010,0.985057,eat
0.267910,0.687499,pass
0.998089,0.407979,eat
0.932776,0.231946,pass
0.238385,0.888498,pass
0.800786,0.609051,eat
0.883788,0.958121,eat
0.779864,0.426342,pass
0.283125,0.805031,pass
0.233382,0.765858,eat
0.285516,0.369326,pass
0.147335,0.178555,pass
0.246455,0.949892,eat
0.665719,0.075390,pass
0.567428,0.639038,eat
0.067622,0.070041,pass
0.026012,0.026003,pass
0.488163,0.638227,pass
0.078479,0.195016,pass
0.279782,0.683351,pass
0.312564,0.019800,eat
0.844331,0.049147,pass
0.103394,0.963795,pass
0.819017,0.639719,eat
0.623081,0.057294,pass
0.927296,0.541462,eat
0.351842,0.130889,pass
0.612855,0.032270,eat
0.485608,0.859776,eat
0.878882,0.526980,pass
0.378755,0.312606,pass
0.288751,0.154960,pass
0.416591,0.318612,pass
0.677530,0.381035,pass
0.608239,0.857431,eat
0.131787,0.260416,pass
0.237473,0.060569,pass
0.978171,0.223868,eat
0.710400,0.243582,pass
0.969669,0.043432,pass
0.153766,0.259090,pass
0.718980,0.866151,eat
0.843500,0.324249,pass
0.586404,0.817111,eat
0.955241,0.004356,pass
0.544294,0.079113,pass
0.610364,0.652397,eat
0.017486,0.279429,pass
0.292977,0.972801,pass
0.497103,0.719365,pass
0.168211,0.814090,pass
0.102699,0.263545,pass
0.693598,0.730891,eat
0.058348,0.764688,pass
0.819552,0.403930,eat
0.268333,0.832261,pass
0.086139,0.247078,pass
0.457946,0.442448,pass
0.327856,0.194441,pass
0.384524,0.827322,pass
0.953483,0.718968,eat
0.351023,0.431692,pass
0.428581,0.289014,eat
0.886153,0.683906,pass
0.581598,0.589771,pass
0.200465,0.900589,eat
0.319127,0.009505,pass
0.900905,0.318369,eat
0.147661,0.312577,pass
0.693561,0.658123,eat
0.298593,0.512715,pass
0.006914,0.341491,pass
0.752182,0.254149,eat
0.573720,0.251345,pass
0.112973,0.151546,pass
0.254891,0.960189,pass
0.282407,0.756362,pass
0.322551,0.414018,pass
0.030386,0.851594,pass
0.927124,0.253010,eat
0.597084,0.612029,pass
0.082434,0.430695,pass
0.050911,0.544957,pass
0.405780,0.811173,pass
0.510979,0.750798,eat
0.650224,0.613136,pass
0.356950,0.545963,eat
0.546276,0.327854,pass
0.362888,0.589761,pass
0.403366,0.608396,pass
0.989297,0.825065,eat
0.330631,0.189264,pass
0.525980,0.790913,eat
0.600510,0.656403,pass
0.974542,0.637279,eat
0.566443,0.619822,pass
0.348862,0.848920,pass
0.638730,0.427234,pass
0.455208,0.111661,eat
0.504628,0.376509,pass
0.886884,0.464789,eat
0.599230,0.264015,eat
0.793611,0.868414,eat
0.634150,0.847180,eat
0.773590,0.509083,eat
0.472318,0.821393,pass
0.657795,0.992653,eat
0.779359,0.172374,pass
0.826255,0.043234,pass
0.476383,0.241131,pass
0.757651,0.625505,eat
0.762112,0.858302,eat
0.141724,0.558619,pass
0.487144,0.519096,pass
0.152075,0.641460,pass
0.874576,0.341884,pass
0.234945,0.855496,pass
0.205498,0.913726,eat
0.124577,0.234671,pass
0.904290,0.029432,pass
0.436645,0.240142,pass
0.862467,0.015332,pass
0.706834,0.543088,eat
0.289916,0.860413,pass
0.974343,0.213954,eat
0.886806,0.408728,eat
0.553853,0.655573,pass
0.456823,0.241181,pass
0.702554,0.041951,pass
0.653701,0.822725,eat
0.821546,0.270861,pass
0.476672,0.972169,eat
0.248392,0.753077,pass
0.242710,0.910041,eat
0.820728,0.172752,pass
0.930641,0.487903,pass
0.357441,0.955960,pass
0.420793,0.036400,eat
0.784709,0.364088,eat
0.308412,0.817163,pass
0.777829,0.833075,eat
0.642793,0.236701,pass
0.501346,0.400062,eat
0.192678,0.883690,pass
0.028273,0.278199,pass
0.108399,0.322766,pass
0.908988,0.074728,eat
0.614868,0.513824,pass
0.071055,0.894241,pass
0.543392,0.743171,eat
0.775613,0.400374,eat
0.271771,0.697244,pass
0.201892,0.265098,pass
0.321370,0.454629,pass
0.499808,0.051707,eat
0.694634,0.034641,pass
0.557071,0.116798,eat
0.347946,0.584565,pass
0.920026,0.915342,eat
0.438429,0.442372,pass
0.686056,0.264152,eat
0.548097,0.319512,eat
0.040840,0.615902,pass
0.063217,0.634170,pass
0.297100,0.908568,pass
0.596001,0.485901,pass
0.954871,0.265081,pass
0.726131,0.361904,eat
0.976446,0.647843,eat
0.860436,0.028069,pass
0.478760,0.572147,pass
0.726855,0.980194,eat
0.570108,0.600632,eat
0.462454,0.813651,pass
0.272720,0.179444,pass
0.518672,0.197073,pass
0.081896,0.876893,pass
0.547485,0.498689,pass
0.027093,0.279599,pass
0.388791,0.313739,pass
0.969766,0.157957,eat
0.084461,0.600491,pass
0.279814,0.399949,pass
0.684814,0.528614,eat
0.113335,0.797061,pass
0.095906,0.845572,pass
0.687820,0.155346,eat
0.685462,0.416884,pass
0.318848,0.554883,pass
0.990368,0.782669,eat
0.287224,0.854478,pass
0.469867,0.567752,pass
0.722065,0.835925,eat
0.161319,0.128612,pass
0.992819,0.559513,eat
0.223634,0.899758,pass
0.231672,0.222026,pass
0.160871,0.668174,pass
0.096318,0.491935,pass
0.817475,0.618772,pass
0.009509,0.013597,pass
0.493910,0.769467,pass
0.055722,0.506680,pass
0.861944,0.905062,eat
0.034384,0.192643,pass
0.981217,0.471979,eat
0.901418,0.464182,pass
0.693858,0.030892,eat
0.843866,0.937785,eat
0.242697,0.484991,pass
0.149295,0.751180,pass
0.684076,0.915744,pass
0.362489,0.707558,eat
0.472609,0.694445,eat
0.582101,0.098019,pass
0.878258,0.611183,pass
0.450360,0.893809,eat
0.598360,0.129784,pass
0.280086,0.723344,eat
0.258436,0.705651,pass
0.003040,0.884290,pass
0.108951,0.129023,pass
0.816220,0.555588,eat
0.941060,0.924885,eat
0.627201,0.476620,eat
0.642374,0.501262,pass
0.820469,0.759408,eat
0.722659,0.630209,pass
0.443673,0.876038,eat
0.206813,0.430056,pass
0.037732,0.710599,pass
0.414371,0.745343,pass
0.363141,0.919875,eat
0.246498,0.646398,pass
0.530656,0.266056,pass
0.815064,0.824518,eat
0.610017,0.541841,pass
0.177377,0.197612,pass
0.579649,0.078420,pass
0.838748,0.862573,eat
0.194666,0.202260,pass
0.495854,0.846786,pass
0.772463,0.606179,eat
0.626351,0.217886,pass
0.869479,0.698597,eat
0.770100,0.588879,eat
0.993609,0.373095,eat
0.680314,0.350289,pass
0.185636,0.989666,eat
0.763897,0.222402,eat
0.486147,0.478578,pass
0.142436,0.400942,pass
0.457729,0.366642,pass
0.710696,0.193236,pass
0.509522,0.436382,pass
0.729728,0.616594,eat
0.964814,0.951446,eat
0.544712,0.500672,eat
0.406480,0.771252,pass
0.746643,0.572674,eat
0.406615,0.196918,pass
0.133097,0.084426,pass
0.297809,0.253350,pass
0.553276,0.605438,pass
0.531714,0.414529,pass
0.965315,0.795779,eat
0.674206,0.616302,eat
0.574798,0.937271,eat
0.484591,0.065341,pass
0.800014,0.581328,eat
0.916829,0.517165,eat
0.039992,0.120040,pass
0.056270,0.687819,pass
0.761486,0.949437,eat
0.034142,0.150254,pass
0.879301,0.633613,pass
0.179802,0.939225,eat
0.580670,0.851651,eat
0.656027,0.601629,pass
0.043982,0.450481,pass
0.993612,0.522861,pass
0.919378,0.295837,eat
0.889210,0.583122,pass
0.730376,0.357813,pass
0.532893,0.305847,pass
0.788532,0.564421,eat
0.208763,0.331451,eat
0.689584,0.690346,pass
0.987653,0.045427,pass
0.631461,0.136436,pass
0.889677,0.074452,pass
0.869671,0.786913,eat
0.061916,0.187326,pass
0.621032,0.986239,eat
0.646035,0.528779,pass
0.247758,0.412975,pass
0.839622,0.547352,eat
0.621746,0.723941,eat
0.539079,0.134312,eat
0.713511,0.428629,pass
0.561086,0.776288,eat
0.540847,0.643506,pass
0.072374,0.492338,pass
0.718691,0.120755,pass
0.884882,0.302810,pass
0.459213,0.511893,pass
0.903175,0.525442,eat
0.288231,0.291347,pass
0.812418,0.843076,eat
0.263032,0.558859,pass
0.058685,0.802888,eat
0.761639,0.250833,pass
0.189631,0.757702,pass
0.698790,0.861195,eat
0.860552,0.462277,pass
0.776985,0.788661,pass
0.706624,0.128894,eat
0.869477,0.834238,eat
0.939909,0.616539,eat
0.686699,0.538771,pass
0.079255,0.367295,pass
0.534944,0.824101,pass
0.126023,0.701930,eat
0.846015,0.011149,pass
0.534839,0.898611,eat
0.521799,0.799530,eat
0.268205,0.073968,pass
0.037686,0.253461,pass
0.235466,0.556229,pass
0.592466,0.544525,pass
0.697066,0.132545,pass
0.482809,0.261660,eat
0.044142,0.621085,pass
0.441737,0.122765,pass
0.207886,0.389443,pass
0.092671,0.679055,pass
0.913412,0.741291,eat
0.986351,0.795805,eat
0.268983,0.651594,pass
0.111009,0.929085,pass
0.064972,0.216078,pass
0.463913,0.940028,eat
0.901864,0.297264,pass
0.949787,0.857077,eat
0.357943,0.891072,pass
0.949929,0.773608,eat
0.975210,0.272473,eat
0.871036,0.714479,eat
0.439131,0.384240,pass
0.149188,0.661947,eat
0.110627,0.378029,pass
0.916745,0.132006,pass
0.555037,0.970282,eat
0.539279,0.069495,pass
0.300897,0.740015,pass
0.533178,0.781802,pass
0.599185,0.326222,pass
0.951624,0.284051,eat
0.104768,0.803617,eat
0.781367,0.028940,pass
0.845404,0.570945,eat
0.658502,0.487749,eat
0.701159,0.108879,pass
0.240840,0.634689,pass
0.899637,0.618099,eat
0.751670,0.145263,eat
0.397304,0.701449,eat
0.537104,0.919920,eat
0.560102,0.487384,eat
0.870207,0.623858,eat
0.084188,0.655325,pass
0.442558,0.042043,pass
0.722087,0.761198,eat
0.502948,0.609911,pass
0.733850,0.516239,eat
0.817252,0.542222,pass
0.144349,0.408141,pass
0.256748,0.471042,pass
0.978498,0.916186,eat
0.402903,0.112249,pass
0.516040,0.378549,eat
0.022756,0.258700,pass
0.508615,0.882101,pass
0.156171,0.405162,pass
0.159283,0.121562,pass
0.656997,0.206322,pass
0.424508,0.985367,pass
0.842238,0.207205,eat
0.116440,0.761176,pass
0.247128,0.369386,pass
0.945378,0.307622,pass
0.740009,0.376791,eat
0.340212,0.187660,pass
0.441546,0.795377,pass
0.807627,0.876632,pass
0.305598,0.967775,eat
0.246169,0.048276,pass
0.325865,0.067299,pass
0.470097,0.334532,pass
0.307494,0.011533,pass
0.237437,0.705180,pass
0.849425,0.213049,eat
0.699000,0.613387,eat
0.055342,0.559906,pass
0.420378,0.571965,pass
0.048626,0.145765,pass
0.787392,0.417130,eat
0.022812,0.685417,pass
0.899646,0.745235,eat
0.566652,0.529484,pass
0.550541,0.811688,eat
0.325844,0.406220,pass
0.461092,0.223023,pass
0.430861,0.231864,pass
0.775499,0.065180,pass
0.870535,0.561799,eat
0.160242,0.770072,pass
0.923529,0.099212,pass
0.410998,0.723301,pass
0.929088,0.137493,eat
0.311108,0.718920,pass
0.653330,0.097378,eat
0.313745,0.205069,pass
0.819831,0.118312,pass
0.822323,0.208471,pass
0.925352,0.604516,eat
0.133277,0.090876,pass
0.006465,0.146776,pass
0.247314,0.893134,pass
0.578460,0.025640,pass
0.136091,0.753350,pass
0.015904,0.720247,pass
0.923584,0.084519,pass
0.829890,0.024551,eat
0.028509,0.820816,pass
0.238134,0.438092,pass
0.560757,0.201741,pass
0.891237,0.891100,eat
0.743837,0.896871,eat
0.431671,0.074451,pass
0.517535,0.950801,eat
0.599356,0.554885,pass
0.943352,0.670412,eat
0.657880,0.344044,pass
0.890339,0.917119,eat
0.326531,0.430512,pass
0.464007,0.917408,pass
0.307592,0.629894,pass
0.856065,0.342056,pass
0.792718,0.708915,eat
0.985044,0.528428,eat
0.142459,0.666428,pass
0.063359,0.429371,pass
0.834460,0.901792,eat
0.488562,0.226229,eat
0.007838,0.236430,pass
0.774969,0.834490,pass
0.137571,0.506669,pass
0.333164,0.427521,pass
0.009212,0.298247,pass
0.014787,0.689693,pass
0.689667,0.654296,pass
0.844333,0.980544,eat
0.726208,0.191102,eat
0.504519,0.967366,pass
0.849985,0.394930,eat
0.922597,0.937092,eat
0.869891,0.109903,eat
0.348605,0.060796,pass
0.327038,0.888026,eat
0.132042,0.454006,pass
0.741568,0.904829,eat
0.114407,0.404101,pass
0.267058,0.062818,pass
0.362974,0.973172,eat
0.090767,0.564560,pass
0.642313,0.656628,eat
0.441135,0.085487,pass
0.471850,0.694046,pass
0.713224,0.288296,eat
0.690995,0.581117,eat
0.112369,0.561373,pass
0.687503,0.005574,pass
0.085497,0.976472,pass
0.336138,0.587305,pass
0.535201,0.786376,pass
0.397841,0.959409,eat
0.693529,0.926677,pass
0.631480,0.085288,pass
0.238950,0.318397,eat
0.416907,0.403735,pass
0.099845,0.838760,pass
0.964712,0.815763,eat
0.108079,0.575174,pass
0.412424,0.520928,pass
0.420590,0.101134,pass
0.211826,0.666924,eat
0.377592,0.793578,eat
0.630980,0.404436,pass
0.469517,0.306049,pass
0.632208,0.342786,eat
0.351750,0.889908,pass
0.179015,0.145672,pass
0.675086,0.089751,pass
0.095772,0.760144,pass
0.461227,0.902109,pass
0.681046,0.530751,pass
0.107851,0.125689,pass
0.458129,0.814572,pass
0.133840,0.151138,pass
0.702244,0.872351,eat
0.086540,0.902594,pass
0.641555,0.484303,pass
0.535733,0.298478,pass
0.308664,0.903446,pass
0.359681,0.287771,pass
0.197780,0.622666,pass
0.976439,0.859603,eat
0.364682,0.748605,pass
0.532166,0.333004,pass
0.481854,0.356644,pass
0.158880,0.932505,pass
0.033531,0.225913,pass
0.122590,0.454653,pass
0.510064,0.608869,pass
0.080408,0.447200,pass
0.875703,0.041284,eat
0.899856,0.959713,eat
0.734014,0.918131,eat
0.667178,0.870211,pass
0.063565,0.978028,pass
0.790750,0.203819,pass
0.420221,0.176237,pass
0.453016,0.208277,eat
0.152776,0.034645,eat
0.478354,0.099699,pass
0.273699,0.077106,pass
0.577793,0.467455,pass
0.264437,0.380114,pass
0.536475,0.787472,eat
0.810764,0.008930,pass
0.166130,0.378251,pass
0.094623,0.646112,pass
0.947162,0.467484,eat
0.234288,0.992833,pass
0.022130,0.575726,pass
0.382516,0.703359,pass
0.126543,0.903815,pass
0.087873,0.152274,pass
0.690277,0.905810,pass
0.295303,0.788848,eat
0.574805,0.910595,eat
0.025257,0.131851,pass
0.723825,0.066204,pass
0.205779,0.237163,pass
0.644472,0.593538,eat
0.740676,0.875915,eat
0.782552,0.523984,eat
0.648646,0.776995,pass
0.352717,0.046621,pass
0.948091,0.267606,eat
0.592474,0.176797,pass
0.127610,0.021356,pass
0.885411,0.304075,pass
0.839713,0.239701,pass
0.130558,0.980840,pass
0.732202,0.083533,pass
0.631333,0.382176,pass
0.154695,0.314818,pass
0.212664,0.238643,pass
0.171694,0.644820,pass
0.442053,0.685339,pass
0.409238,0.563091,eat
0.169649,0.549220,pass
0.636326,0.378390,pass
0.172122,0.870969,pass
0.345191,0.874570,eat
0.296643,0.123275,pass
0.203763,0.056013,pass
0.920412,0.831893,eat
0.109321,0.078182,pass
0.760027,0.054347,pass
0.295846,0.523883,pass
0.601767,0.849098,eat
0.733976,0.140883,pass
0.847016,0.563568,eat
0.951954,0.408756,eat
0.061598,0.778597,pass
0.787530,0.213345,pass
0.926824,0.054888,pass
0.150348,0.586335,eat
0.411735,0.379366,pass
0.504305,0.226202,pass
0.956697,0.541120,pass
0.185874,0.329963,pass
0.749197,0.926033,eat
0.629518,0.243110,eat
0.316046,0.146021,eat
0.003649,0.057666,pass
0.304103,0.532011,pass
0.515559,0.269450,pass
0.714119,0.687626,pass
0.229948,0.078320,pass
0.652590,0.601654,eat
0.549996,0.436414,pass
0.131276,0.739750,pass
0.234926,0.306832,pass
0.304760,0.843826,pass
0.717356,0.791202,eat
0.270908,0.730619,pass
0.226945,0.004019,pass
0.109990,0.130377,pass
0.238248,0.209198,pass
0.207961,0.033468,pass
0.845841,0.927440,pass
0.974434,0.861694,eat
0.092550,0.289036,pass
0.566430,0.381592,pass
0.705342,0.515733,pass
0.643408,0.902654,eat
0.121286,0.748641,pass
0.676856,0.125746,pass
0.867550,0.113741,pass
0.293083,0.544829,pass
0.846857,0.588411,eat
0.271747,0.199368,pass
0.637861,0.609097,eat
0.330676,0.280689,pass
0.415620,0.314764,pass
0.494902,0.231237,pass
0.157179,0.898463,eat
0.871599,0.147836,eat
0.661890,0.941480,eat
0.964940,0.869198,eat
0.967963,0.658930,eat
0.240712,0.560138,pass
0.712698,0.222975,eat
0.977407,0.117016,eat
0.652742,0.117881,eat
0.448074,0.431587,pass
0.252726,0.959200,pass
0.576059,0.572936,pass
0.656294,0.481799,pass
0.737904,0.362564,eat
0.036863,0.268821,eat
0.767251,0.148464,eat
0.613203,0.731487,pass
0.317727,0.832839,pass
0.778752,0.992209,eat
0.240483,0.163327,pass
0.828738,0.591294,pass
0.635549,0.508293,pass
0.983470,0.293980,eat
0.749025,0.448806,pass
0.266485,0.291661,pass
0.572744,0.361039,pass
0.858747,0.453327,pass
0.622589,0.230663,pass
0.120413,0.088202,pass
0.819566,0.276535,pass
0.110616,0.265524,pass
0.145113,0.113166,pass
0.294455,0.636805,pass
0.735916,0.398274,eat
0.385790,0.584714,pass
0.460527,0.175115,pass
0.472319,0.798361,eat
0.208782,0.418160,eat
0.116628,0.442318,pass
0.772783,0.802433,eat
0.443450,0.974102,eat
0.101756,0.195034,pass
0.468222,0.105356,pass
0.528458,0.547675,pass
